channel_name,video_title,release_date_1,release_date_2,video_link,video_duration (min),voice
Akhdar,أخطاء تُدمر فريق عملك - كتاب العوامل الخمسة لخلل العمل الجماعي,3,year,https://www.youtube.com/watch?v=x1gEqjuZW1k,11,voice 2
Akhdar,كيف تتصرف في المواقف الصعبة - كتاب دليل التعامل مع الحالات الطارئة,3,year,https://www.youtube.com/watch?v=ftISSHDYIEQ,12,voice 2
Akhdar,كيف تتحكم في غضبك؟ - كتاب عادة الغضب في تربية الأولاد,3,year,https://www.youtube.com/watch?v=O9iNa_shFYQ,11,voice 2
Akhdar,شفاء جراح الماضي - كتاب زواج تطارده الأشباح,3,year,https://www.youtube.com/watch?v=EpOJ3NUK9Q0,14,voice 2
Akhdar,كيف تحطم طفلاً؟ - كتاب ابني لا يكفي أن أحبك,3,year,https://www.youtube.com/watch?v=x91T_mzpdXA,12,voice 2
Akhdar,كيف تتخلص من المثالية المفرطة؟ - كتاب نعمة عدم الكمال,3,year,https://www.youtube.com/watch?v=8KjQtAmgSgk,11,voice 2
Akhdar,لماذا يقتل الناس بعضهم البعض؟ - كتاب حيونة الإنسان,3,year,https://www.youtube.com/watch?v=zQgFWFH7sAc,10,voice 2
Akhdar,احمِ علاقتك العاطفية - كتاب كيف تحصل على الحب الذي تريده,3,year,https://www.youtube.com/watch?v=FS-FlFuY5DQ,12,voice 2
Akhdar,من المجتمع للمجتمع دليل لصناعة التغيير - كتاب بسمة التويجري,3,year,https://www.youtube.com/watch?v=sBC3lPnXv_Y,11,voice 2
Akhdar,صحة العلاقات - كتاب أوسم وصفي,4,year,https://www.youtube.com/watch?v=AgnW6O3VHtk,13,voice 2
Akhdar,صناعة اللوم - كتاب ستيفن فاينمان,4,year,https://www.youtube.com/watch?v=AHvBTTPMJKA,14,voice 2
Akhdar,فخ السعادة - كتاب روس هاريس وبيف آيسبيت,4,year,https://www.youtube.com/watch?v=zdnd52o52IU,14,voice 2
Akhdar,بنات مدمني ومدمنات المسكرات -  كتاب روبرت آكرمان,4,year,https://www.youtube.com/watch?v=XA47mwlFAtA,13,voice 2
Akhdar,الغيرة والخيانة - كتاب عادل صادق,4,year,https://www.youtube.com/watch?v=JLHIh9HBAOY,14,voice 2
Akhdar,تكوين المفكر - كتاب عبدالكريم بكار,4,year,https://www.youtube.com/watch?v=5f1DARDvs4E,13,voice 2
Akhdar,دماغك تحت تأثير الإباحية - كتاب جاري ويلسون,4,year,https://www.youtube.com/watch?v=wNwjd99-AV4,13,voice 2
Akhdar,١٠ أشياء تمنيت معرفتها قبل دخولي الجامعة - كتاب ياسر عبدالكريم بكار,4,year,https://www.youtube.com/watch?v=NcPu3upxAgk,15,voice 2
Akhdar,داء إرضاء الآخرين - كتاب هاريت ب. بريكر,4,year,https://www.youtube.com/watch?v=X4dYDqNWN_Y,14,voice 2
Akhdar,كيف تتحدث فيصغي الصغار إليك - كتاب الين مازليش واديل نابر,4,year,https://www.youtube.com/watch?v=q40czjGd3VA,12,voice 2
Akhdar,الهشاشة النفسية - كتاب إسماعيل عرفة,4,year,https://www.youtube.com/watch?v=e3qaojF4oBw,15,voice 2
Akhdar,أدر مهامك اليومية - كتاب جوسلين كيه جلاي,4,year,https://www.youtube.com/watch?v=mfTsxm5YjzQ,10,voice 2
Akhdar,رجولة قلب - كتاب جون الدريردج,4,year,https://www.youtube.com/watch?v=8XHht7nbBiI,11,voice 2
Akhdar,علاقات الزوجين ببيت الحما - كتاب غاري تشامبان,4,year,https://www.youtube.com/watch?v=3UfPjebP0fk,13,voice 2
Akhdar,الفصامي: كيف نفهمه ونساعده - كتاب سيلفانو أريتي,4,year,https://www.youtube.com/watch?v=Spoe7i7IRBk,11,voice 2
Akhdar,نظام التفاهة - كتاب آلان دونو,4,year,https://www.youtube.com/watch?v=WfAKAqa7obg,12,voice 2
Akhdar,دليل تربية الصبيان - كتاب شيريل ايروين,4,year,https://www.youtube.com/watch?v=ylkQTGP81uw,13,voice 2
Akhdar,الإلمام بالحقيقة - كتاب هانس روسلينج,4,year,https://www.youtube.com/watch?v=luc7SnTobvA,10,voice 2
Akhdar,كنت أود أن أعرف هذا قبل ان اتزوج - كتاب جاري تشابمان,4,year,https://www.youtube.com/watch?v=TI66u1cfGIE,12,voice 2
Akhdar,دليل النجاة من الألم - كتاب دينيس تيرك,4,year,https://www.youtube.com/watch?v=Og_MOTkKGW0,12,voice 2
Akhdar,أسر مسممة - كتاب سوزان فورورد,4,year,https://www.youtube.com/watch?v=LlcX9JgFOx4,12,voice 2
Akhdar,تساؤلات العافية - كتاب وليد فتيحي,4,year,https://www.youtube.com/watch?v=3Lb5t9zdYTg,11,voice 2
Akhdar,٨٨ قاعدة  لزواج ناجح - كتاب هارييت ليرنر,4,year,https://www.youtube.com/watch?v=UQsf-WnkMb0,11,voice 2
Akhdar,ملك محارب ساحر محب - كتاب روبرت موور,4,year,https://www.youtube.com/watch?v=NhTlhCJPuqo,13,voice 2
Akhdar,من يشد خيوطك - كتاب هاريت بريكر,4,year,https://www.youtube.com/watch?v=TZonsMyHo-M,11,voice 2
Akhdar,الشخص مفرط الحساسية - كتاب إلين أرون,4,year,https://www.youtube.com/watch?v=Pim9gI7HcSs,11,voice 2
Akhdar,لا مزيد من الانغماس في هموم الآخرين - كتاب ميلودي بيتي,4,year,https://www.youtube.com/watch?v=K9MdTN0GUdQ,10,voice 2
Akhdar,كيف تؤكد ذاتك؟ - كتاب كريستين نصار,4,year,https://www.youtube.com/watch?v=wjOgrz8E5RY,10,voice 2
Akhdar,طرق مختصرة للاحتفاظ بهدوئك - كتاب جيل لندنفيلد,4,year,https://www.youtube.com/watch?v=zTx8-o8xh_k,9,voice 2
Akhdar,الإسعافات الأولية العاطفية - كتاب جاي وينش,4,year,https://www.youtube.com/watch?v=_4COs6gMpVU,10,voice 2
Akhdar,الماجريات - كتاب إبراهيم السكران,4,year,https://www.youtube.com/watch?v=0a1ddlovuug,9,voice 2
Akhdar,فن الحب - كتاب إريك فروم,4,year,https://www.youtube.com/watch?v=_LgUS55-Gro,9,voice 2
Akhdar,مركب النقص والعقد النفسية - كتاب ماكبرايد,4,year,https://www.youtube.com/watch?v=C3DBsH9Ftqk,10,voice 2
Akhdar,أنقذوا الطفل في داخلكم - كتاب تشارلز ويتفيلد,4,year,https://www.youtube.com/watch?v=TGIYPxK8YSQ,9,voice 2
Akhdar,كنت أظن أنني وحدي في هذا -  كتاب برينيه براون,4,year,https://www.youtube.com/watch?v=vH4RXkr9bds,10,voice 2
Akhdar,الصورة الذاتية - كتاب أوسم وصفي,4,year,https://www.youtube.com/watch?v=HqtqrS_P2LA,13,voice 2
Akhdar,التواصل غير العنيف - كتاب مارشال روزنبرج,4,year,https://www.youtube.com/watch?v=kGkSogVxqC4,11,voice 2
Akhdar,قوة الصبر - كتاب إم جيه رايان,4,year,https://www.youtube.com/watch?v=844jLnzzHg0,10,voice 2
Akhdar,أسوأ عدو أفضل معلم ـ كتاب ديدري كومبس,4,year,https://www.youtube.com/watch?v=3n4rz9SUySE,10,voice 2
Akhdar,قواعد الإدارة - كتاب ريتشارد تمبلر,4,year,https://www.youtube.com/watch?v=MBEtTsiP7vs,10,voice 2
Akhdar,أساسيات العلاقات - كتاب جون ماكسويل,4,year,https://www.youtube.com/watch?v=cschA2QCgdQ,8,voice 2
Akhdar,احتياجاته واحتياجاتها - كتاب ويلارد هارل,4,year,https://www.youtube.com/watch?v=EeKDHN2n03Q,10,voice 2
Akhdar,قوانين الكاريزما - كتاب كيرت مورتينسين,4,year,https://www.youtube.com/watch?v=0DyUYE9rAVU,10,voice 2
Akhdar,كيف تتحدث بثقة أمام الناس - كتاب فيفيان بوكان,4,year,https://www.youtube.com/watch?v=dLYU45DbO_U,9,voice 2
Akhdar,مباريات سيكولوجية - كتاب عادل صادق,4,year,https://www.youtube.com/watch?v=P1LxnwltLDw,10,voice 2
Akhdar,قواعد العمل - كتاب ريتشارد تمبلر,4,year,https://www.youtube.com/watch?v=0msTZ8W5yjY,10,voice 2
Akhdar,كيف تنشئ مشروعًا تجاريًا وتديره وتحافظ عليه - كتاب جريجوري كيشيل,4,year,https://www.youtube.com/watch?v=8vxRK9K9CjQ,10,voice 2
Akhdar,قوة الانضباط - كتاب براين تراسي‎,4,year,https://www.youtube.com/watch?v=QpPuDb_jOcM,9,voice 2
Akhdar,كيف يفكر الناجحون - كتاب جون ماكسويل,4,year,https://www.youtube.com/watch?v=Y2v5FJRrP4Y,9,voice 2
Akhdar,ماكينة الأفكار - كتاب ناديا شنتزلر,4,year,https://www.youtube.com/watch?v=0dRBSoKz4ws,8,voice 2
Akhdar,كيف تبني شخصية قوية وإيجابية - كتاب  فينكاتا أيار,4,year,https://www.youtube.com/watch?v=tCA4_BSo7pE,10,voice 2
Akhdar,الذكاء العاطفي 2.0 - كتاب ترافيس برادبيري,4,year,https://www.youtube.com/watch?v=A1CVFeZ8blg,9,voice 2
Akhdar,إجعل الناس يفعلوا ما تريد - كتاب ماريانا كارينش,4,year,https://www.youtube.com/watch?v=UtYmYj0HSj4,9,voice 2
Akhdar,التجربة الفكرية لروح أمُه - كتاب كيرلس بهجت,5,year,https://www.youtube.com/watch?v=u4VyIXqPYrM,12,voice 2
Akhdar,علاقات خطرة - كتاب محمد طه,5,year,https://www.youtube.com/watch?v=OTXHDW3x3dA,13,voice 2
Akhdar,الطبيعة البشرية ج٢ - كتاب روبرت غرين,5,year,https://www.youtube.com/watch?v=QQVnbbBiGkM,11,voice 2
Akhdar,القوة مقابل الإكراه - كتاب ديفيد هاوكينز,5,year,https://www.youtube.com/watch?v=3xU9eWQuQMg,13,voice 2
Akhdar,قوانين الطبيعة البشرية - كتاب روبرت غرين,5,year,https://www.youtube.com/watch?v=THwURcA5Z2I,15,voice 2
Akhdar,تصبح على خير يا عقلي - كتاب راشيل مانبير,5,year,https://www.youtube.com/watch?v=iVXXh0ySq-4,11,voice 2
Akhdar,القائد بالمصادفة - كتاب  مايكل فينلي,5,year,https://www.youtube.com/watch?v=cF7iF4CgcVU,10,voice 2
Akhdar,الحياة تخطيط  - كتاب ريك كيرتشنر,5,year,https://www.youtube.com/watch?v=mnlIzrCvgpA,8,voice 2
Akhdar,استشعر الخوف وأقدم على ما تخاف - كتاب سوزان جيفرز,5,year,https://www.youtube.com/watch?v=5JJ8kxjE-KU,9,voice 2
Akhdar,حول الخصوم إلى حلفاء - كتاب بوب برج,5,year,https://www.youtube.com/watch?v=Dwv-lzELdIU,10,voice 2
Akhdar,إنهم لا يدرسون إدارة الشركات في الجامعة - كتاب آليكسندرا ليفيت‎,5,year,https://www.youtube.com/watch?v=5KdvSwr9I_M,14,voice 2
Akhdar,الأسرار الكاملة للثقة التامة بالنفس - كتاب روبرت انتونى,5,year,https://www.youtube.com/watch?v=VQymvBfKP0w,10,voice 2
Akhdar,زبائن مدى الحياة - كتاب كارل سيول,5,year,https://www.youtube.com/watch?v=scZFcQDgzgA,11,voice 2
Akhdar,الفوز مع الناس - كتاب جون ماكسويل,5,year,https://www.youtube.com/watch?v=a9_5k-5dGBo,10,voice 2
Akhdar,تجاوز مخاوفك - كتاب هرفيه منيان,5,year,https://www.youtube.com/watch?v=I57sJ9CJLQk,8,voice 2
Akhdar,أوقف الأعذار - كتاب واين داير,5,year,https://www.youtube.com/watch?v=K9gh83lALXA,9,voice 2
Akhdar,ابن عضلاتك المالية - كتاب  جوان سوتكن,5,year,https://www.youtube.com/watch?v=FTcn3vWV-g4,9,voice 2
Akhdar,خطوة واحدة صغيرة قد تغير مجرى حياتك - كتاب روبرت موريو,5,year,https://www.youtube.com/watch?v=l02ApK7IOXk,9,voice 2
Akhdar,قوة الفشل - كتاب شارلز مانز,5,year,https://www.youtube.com/watch?v=Hxwdih3YOKg,7,voice 2
Akhdar,نظم وقتك في ٦٠ ثانية - كتاب جيف ديفيدسون,5,year,https://www.youtube.com/watch?v=oX-AV1QibiY,9,voice 2
Akhdar,كيف تسيطر على الآخرين - كتاب بيرتون كابلان,5,year,https://www.youtube.com/watch?v=9MEhqb_8nr4,10,voice 2
Akhdar,كون أصدقاء - كتاب اندرو ماثيوز,5,year,https://www.youtube.com/watch?v=3nkO-cG5kyY,11,voice 2
Akhdar,الزهرة والمريخ، عود على بدء - كتاب جون جراي,5,year,https://www.youtube.com/watch?v=ev_RQYDd3RU,10,voice 2
Akhdar,كيف تقول لا - كتاب سوزان نيومان,5,year,https://www.youtube.com/watch?v=vOC4VizmTog,10,voice 2
Akhdar,كيف تكون مفاوضًا أفضل؟ - كتاب ريتشارد لوكى,5,year,https://www.youtube.com/watch?v=jFDm2RkiyfA,11,voice 2
Akhdar,التفكير النقدي - كتاب ليندا إيلدر,5,year,https://www.youtube.com/watch?v=iU6W9ZrL-kc,9,voice 2
Akhdar,الإنطباعات الأولى - كتاب آن ديماري,5,year,https://www.youtube.com/watch?v=2_KEmI6Ze_I,9,voice 2
Akhdar,الأنا والهو - كتاب سيجموند فرويد,5,year,https://www.youtube.com/watch?v=ZZSFaO5tEIg,9,voice 2
Akhdar,دليل البائع الناجح - كتاب جيفري غيتومر,5,year,https://www.youtube.com/watch?v=NJsDIT9Ngyo,10,voice 2
Akhdar,اللغة الدبلوماسية - كتاب حسن العكيلي,5,year,https://www.youtube.com/watch?v=GLzwKc7xeAs,8,voice 2
Akhdar,العلم الزائف - كتاب بن جولديكر,5,year,https://www.youtube.com/watch?v=n9iJwqSQ2D4,10,voice 2
Akhdar,لا تتوقف عن التدخين - كتاب هاري الدر,5,year,https://www.youtube.com/watch?v=rE0ARB2p1_k,9,voice 2
Akhdar,العقل قبل المزاج - كتاب دينيس جرينبرج,5,year,https://www.youtube.com/watch?v=dDeStAEV0dY,10,voice 2
Akhdar,أنا لست مجنونا - كتاب روجر بيرمان,5,year,https://www.youtube.com/watch?v=4F5MEz_9LCI,12,voice 2
Akhdar,مصيدة التشتت - كتاب فرانسيس بووث,5,year,https://www.youtube.com/watch?v=5W0s2JA9ZUc,10,voice 2
Akhdar,تعرف على المواد الكميائية السعيدة الخاصة بك - كتاب لوريتا برونينج,5,year,https://www.youtube.com/watch?v=v9jhORatXnM,8,voice 2
Akhdar,الصحة النفسية للجميع ج٢ - فيكرام باتل,5,year,https://www.youtube.com/watch?v=aI5eBQtE9YA,9,voice 2
Akhdar,الصحة النفسية للجميع - كتاب فيكرام باتل,5,year,https://www.youtube.com/watch?v=1uM8LOmQ3Ws,9,voice 2
Akhdar,الرجال يتجهون نحو الشرق والنساء نحو اليمين - كتاب سابرا بروك,5,year,https://www.youtube.com/watch?v=S5PBMvQHQfM,7,voice 2
Akhdar,‫التأثير السيبراني - كتاب ماري آيكن,5,year,https://www.youtube.com/watch?v=mfwKTnrpUMM,9,voice 2
Akhdar,تعلم أن تسترخي - كتاب سي ايوجين ووكر,5,year,https://www.youtube.com/watch?v=s6e4vw3-Q8Y,10,voice 2
Akhdar,لاتصدق كل ما تفكر فيه - كتاب توماس كيدا,5,year,https://www.youtube.com/watch?v=U3zQctw0ryM,9,voice 2
Akhdar,المؤمن الصادق - كتاب إيريك هوڤر,5,year,https://www.youtube.com/watch?v=g1k2CXg6rhA,9,voice 2
Akhdar,الإحتراق النفسي - كتاب ويلمار شوفلي,5,year,https://www.youtube.com/watch?v=64Iq7K8l0os,9,voice 2
Akhdar,أناني وخائف وغبي - كتاب  دان جريجوري,5,year,https://www.youtube.com/watch?v=fr3Ec0PMfwc,12,voice 2
Akhdar,نساء سيئات الطبع - كتاب جاي كارتر,5,year,https://www.youtube.com/watch?v=Jji4WnlpOYk,9,voice 2
Akhdar,تعزيز تقدير الذات - كتاب رانجيت مالهي,5,year,https://www.youtube.com/watch?v=LuGZtN7EYdQ,9,voice 2
Akhdar,الوسواس القهري - كتاب لي باير,5,year,https://www.youtube.com/watch?v=H4SZhxTsBkg,8,voice 2
Akhdar,الاكتئاب - كتاب كوام ماكنزي,6,year,https://www.youtube.com/watch?v=oHrwi-Z8H8Q,9,voice 2
Akhdar,كيف تتعامل مع التوتر - كتاب كارى كوبر,6,year,https://www.youtube.com/watch?v=Ss4pMpARpPk,8,voice 2
Akhdar,الدوافع المحركة للبشر - كتاب سوزان كويليام,6,year,https://www.youtube.com/watch?v=FHfXAuIzefE,9,voice 2
Akhdar,سيكولوجية العنف - كتاب كولن ولسون,6,year,https://www.youtube.com/watch?v=TAcBA1eoZdg,9,voice 2
Akhdar,التغلب على الخجل - كتاب جون ووكر,6,year,https://www.youtube.com/watch?v=IZyAyAQNgbI,10,voice 2
Akhdar,النقطة العمياء - كتاب ماهزارين آر باناجي,6,year,https://www.youtube.com/watch?v=TV1VA-oIcG0,4,voice 2
Akhdar,كيف تغيّر تصرفات أي شخص - كتاب دافيد ليبرمان ج٢,6,year,https://www.youtube.com/watch?v=GyC2SwkL2-g,9,voice 2
Akhdar,كيف تغيّر تصرفات أي شخص - كتاب دافيد ليبرمان,6,year,https://www.youtube.com/watch?v=ZyfJr05z7Kg,9,voice 2
Akhdar,وعاظ السلاطين - كتاب علي الوردي,6,year,https://www.youtube.com/watch?v=WVywEOt7yqQ,6,voice 2
Akhdar,كيف تذاكر - كتاب بول أوليفر,6,year,https://www.youtube.com/watch?v=el19Ax3O__o,9,voice 2
Akhdar,أشهر ٥٠ خرافة في علم النفس - كتاب سكوت ليلينفيلد,6,year,https://www.youtube.com/watch?v=9lzVu8DBZBc,8,voice 2
Akhdar,لكل مزاج علاج - كتاب جاين ألدرشو,6,year,https://www.youtube.com/watch?v=BJCtU_YKiOE,10,voice 2
Akhdar,مكالمات صعبة - كتاب جوش جوردون,6,year,https://www.youtube.com/watch?v=fps25HdY3p4,10,voice 2
Akhdar,تجارب مع البشر - كتاب ربورت آبلسون,6,year,https://www.youtube.com/watch?v=vaP5PaHAas4,9,voice 2
Akhdar,لماذا يكذب الرجل وتبكي المرأة - كتاب آلان بيز,6,year,https://www.youtube.com/watch?v=rjMOerw8Tdo,9,voice 2
Akhdar,العدو الحميم - كتاب جاي فينلي,6,year,https://www.youtube.com/watch?v=5B4_-WKerfA,8,voice 2
Akhdar,المال اتقان اللعبة - كتاب أنتوني روبينز,6,year,https://www.youtube.com/watch?v=iekCs2vTM7E,10,voice 2
Akhdar,التعايش مع الخوف - كتاب ايزاك ماركس,6,year,https://www.youtube.com/watch?v=SQUSmlk2uc0,8,voice 2
Akhdar,تفسير الأحلام - كتاب سيجموند فرويد,6,year,https://www.youtube.com/watch?v=X-amoyzmN9g,9,voice 2
Akhdar,حجج فاسدة تجعلنا نبدو أغبياء - كتاب جوليان باجيني,6,year,https://www.youtube.com/watch?v=6ijb6J5vHLk,10,voice 2
Akhdar,فن الإغواء - كتاب روبرت غرين,6,year,https://www.youtube.com/watch?v=PGtQPvj5qDc,9,voice 2
Akhdar,الغرور هو العدو - كتاب راين هوليدي,6,year,https://www.youtube.com/watch?v=n4TQWpv347s,6,voice 2
Akhdar,العلم ووجود الله - كتاب جون لينوكس,6,year,https://www.youtube.com/watch?v=j0dNMHz04HI,8,voice 2
Akhdar,عمل أقل حياة أكثر - كتاب آري ميسل,6,year,https://www.youtube.com/watch?v=8Eu_bNKwuaM,8,voice 2
Akhdar,قصة الحضارة - كتاب ويل ديورانت,6,year,https://www.youtube.com/watch?v=Ey84bnvIUOo,10,voice 2
Akhdar,علم نفس البيع - كتاب براين تريسي,6,year,https://www.youtube.com/watch?v=U8yJkQ6UaFQ,8,voice 2
Akhdar,الطبيعة البشرية - كتاب ألفرد أدلر,6,year,https://www.youtube.com/watch?v=mDlj2OzGQTk,7,voice 2
Akhdar,قواعد الطعام - كتاب مايكل بولان,6,year,https://www.youtube.com/watch?v=bAojUe83MqE,8,voice 2
Akhdar,مفارقة الشمبانزي - كتاب ستيف بيترز,6,year,https://www.youtube.com/watch?v=M9xfMAxplss,8,voice 2
Akhdar,إدارة الأولويات - كتاب ستيفن كوفي,6,year,https://www.youtube.com/watch?v=qZuuc0b5xco,7,voice 2
Akhdar,البرمجة اللغوية العصبية للبسطاء - كتاب روميلا ريدي,6,year,https://www.youtube.com/watch?v=ayi7em3mKK8,8,voice 2
Akhdar,حل مشكلة النوم - كتاب كريس وينتر,6,year,https://www.youtube.com/watch?v=Z_pFOXhMN88,6,voice 2
Akhdar,إغواء العقل الباطن - كتاب روبرت هيث,6,year,https://www.youtube.com/watch?v=ujD2cKJnGDM,7,voice 2
Akhdar,التفكير الجانبي - كتاب ادوارد دي بونو,6,year,https://www.youtube.com/watch?v=TWePKR_KYqo,7,voice 2
Akhdar,الاتفاقيات الأربع - كتاب ميجيل ريز,6,year,https://www.youtube.com/watch?v=oiOmONVQP0Q,7,voice 2
Akhdar,٦٠ ثانية ويتم تعيينك - كتاب روبن راين,6,year,https://www.youtube.com/watch?v=EOMDTpTRHj0,8,voice 2
Akhdar,التدفق .. سر السعادة - كتاب ميهاي كسيسنتميهاي,6,year,https://www.youtube.com/watch?v=qn6Kr-BtgPM,5,voice 2
Akhdar,كتاب الحقيقة بشأن الكذب - ستان بي والترز,6,year,https://www.youtube.com/watch?v=myJJcOuOk3U,8,voice 2
Akhdar,كتاب فن الاختلاط بالناس - جين مارتينت,6,year,https://www.youtube.com/watch?v=JVODkOoaKVs,7,voice 2
Akhdar,التعامل مع ذوي الطباع الصعبة - مراجعة كرتونية ل كتاب ريك برنكمان,6,year,https://www.youtube.com/watch?v=vgoZxcBtP2M,8,voice 2
Akhdar,إدارة الغضب - مراجعة كرتونية ل كتاب جيل لندنفيلد,6,year,https://www.youtube.com/watch?v=Dvgj5VKWW04,9,voice 2
Akhdar,تاريخ موجز للزمان - مراجعة كرتونية ل كتاب ستيفن هوكنج,6,year,https://www.youtube.com/watch?v=gFN-39_oPAY,9,voice 2
Akhdar,٧ شخصيات تسمم حياتك - مراجعة كرتونية لكتاب أندرو فولر,6,year,https://www.youtube.com/watch?v=1gfPFsPKA-c,10,voice 2
Akhdar,اقهر الاكتئاب - مراجعة كرتونية ل كتاب ديفيد هيندز,6,year,https://www.youtube.com/watch?v=TCXdO9-MK-g,8,voice 2
Akhdar,ابدأ مع لماذا - مراجعة كرتونية لكتاب سيمون سينك,6,year,https://www.youtube.com/watch?v=2od3lSb0k98,7,voice 2
Akhdar,ادرس بذكاء وليس بجهد - مراجعة كرتونية ل كتاب كيفن بول,6,year,https://www.youtube.com/watch?v=qwnH9eYaI64,7,voice 2
Akhdar,صديقي لا تأكل نفسك - مراجعة كرتونية ل كتاب عبد الوهاب مطاوع,6,year,https://www.youtube.com/watch?v=DnRzR4F03zE,8,voice 2
Akhdar,الشركة الناشئة المرنة - مراجعة كرتونية ل كتاب إيريك ريس,6,year,https://www.youtube.com/watch?v=1L5t5uNTk7s,9,voice 2
Akhdar,فن التفكير الواضح - مراجعة كرتونية ل كتاب رولف دوبلي,7,year,https://www.youtube.com/watch?v=V7EBolQrIg0,12,voice 2
Akhdar,كتاب السياسة - مراجعة كرتونية لكتاب ابن سينا,7,year,https://www.youtube.com/watch?v=zc_TD6CIZgc,8,voice 2
Akhdar,كما يفكر الإنسان - مراجعة كرتونية ل كتاب جيمس الآن,7,year,https://www.youtube.com/watch?v=0zGbvHKvZp4,9,voice 2
Akhdar,عصر الجماهير الغفيرة - مراجعة كرتونية ل كتاب جلال أمين,7,year,https://www.youtube.com/watch?v=tmOjV7noIRI,9,voice 2
Akhdar,مصيدة الوقت - مراجعة كرتونية ل كتاب اليك ماكينزي,7,year,https://www.youtube.com/watch?v=MsMWX3lNix8,10,voice 2
Akhdar,الشيطان يحكم - مراجعة كرتونية ل كتاب مصطفى محمود,7,year,https://www.youtube.com/watch?v=DpNgv-oMcHU,10,voice 2
Akhdar,عقل جديد كامل - مراجعة كرتونية ل كتاب دانيال بينك,7,year,https://www.youtube.com/watch?v=OZwqVxp02m8,10,voice 2
Akhdar,٢١ قانوناً لايقبل الجدل في القيادة - مراجعة كرتونية لكتاب جون ماكسويل,7,year,https://www.youtube.com/watch?v=xQXSmAYpv9M,11,voice 2
Akhdar,طبائع الاستبداد ومصارع الاستعباد - مراجعة كرتونية ل كتاب عبد الرحمن الكواكبي,7,year,https://www.youtube.com/watch?v=TNgI8imYZ_o,8,voice 2
Akhdar,نعم: 50 سرا من اسرار علم الإقناع - مراجعة كرتونية ل كتاب نوح جولشتاين,7,year,https://www.youtube.com/watch?v=5vGCOOVqmPA,10,voice 2
Akhdar,تصرفي كسيدة وفكري كرجل - مراجعة كرتونية ل كتاب ستيف هارفي,7,year,https://www.youtube.com/watch?v=4-KpkZJ71Xw,9,voice 2
Akhdar,فن التفاوض - مراجعة كرتونية ل كتاب وليم يورى,7,year,https://www.youtube.com/watch?v=5zCA3v6gvNw,9,voice 2
Akhdar,ما يقوله كل جسد - مراجعة كرتونية ل كتاب جو نافارو,7,year,https://www.youtube.com/watch?v=3mbZeCIYQS8,8,voice 2
Akhdar,الحافز Drive - مراجعة كرتونية ل كتاب دانيال بينك,7,year,https://www.youtube.com/watch?v=7ZIj2db3ogg,10,voice 2
Akhdar,علم النفس التطوري - مراجعة كرتونية ل كتاب دافيد باس,7,year,https://www.youtube.com/watch?v=2rOsDNBjGjI,9,voice 2
Akhdar,الذكاء الاجتماعي - مراجعة كرتونية ل كتاب دانييل جولمان,7,year,https://www.youtube.com/watch?v=pn6ORxD0sLE,8,voice 2
Akhdar,كيف أصبح دافوراً - مراجعة كرتونية ل كتاب محمد معتوق الحسين,7,year,https://www.youtube.com/watch?v=pZkbtNczVB8,9,voice 2
Akhdar,مقدمة ابن خلدون - مراجعة كرتونية,7,year,https://www.youtube.com/watch?v=iYu1-ijL_go,10,voice 2
Akhdar,الخيار البديل - مراجعة كرتونية ل كتاب شيريل ساندبرج,7,year,https://www.youtube.com/watch?v=BwEwifdNzrk,8,voice 2
Akhdar,الإنسان المهدور - مراجعة كرتونية ل كتاب مصطفى حجازي,7,year,https://www.youtube.com/watch?v=94I1_WY2zeo,7,voice 2
Akhdar,كيف تتحدث الى اي شخص - مراجعة كرتونية ل كتاب ليل لوندز,7,year,https://www.youtube.com/watch?v=u0IUWybJ59o,8,voice 2
Akhdar,التأثير وسيكولوجية الإقناع - مراجعة كرتونية ل كتاب روبرت تشيالديني,7,year,https://www.youtube.com/watch?v=-KlNhptuLL8,9,voice 2
Akhdar,التنبيه اوالنغزة Nudge - مراجعة كرتونية لكتاب ريتشارد ثالر,7,year,https://www.youtube.com/watch?v=QH9Mtr0ZXkw,12,voice 2
Akhdar,أيقظ قواك الخفية - مراجعة كرتونية ل كتاب أنتوني روبنز,7,year,https://www.youtube.com/watch?v=KudGhu0Zmds,7,voice 2
Akhdar,الابتزاز العاطفي Emotional Blackmail - مراجعة كرتوينة ل كتاب سوزان فوروارد,7,year,https://www.youtube.com/watch?v=EnsNAFDw_rQ,8,voice 2
Akhdar,علم النفس الشعبي ومراجعة كرتونية ل كتاب ألعاب الناس - إيريك بيرن,7,year,https://www.youtube.com/watch?v=dfbfzTlHQ4I,8,voice 2
Akhdar,المتميزون Outliers - مراجعة كرتونية ل كتاب مالكوم جلادويل,7,year,https://www.youtube.com/watch?v=z7SvVhP6SEU,5,voice 2
Akhdar,تخطيط المهام وتنظيم الوقت بطريقة GTD - مراجعة كرتونية لكتاب Getting things done,7,year,https://www.youtube.com/watch?v=0X_cl6skQJg,7,voice 2
Akhdar,5 دروس من 50 كتاب,7,year,https://www.youtube.com/watch?v=ZkpxDIr5mA8,6,voice 2
Akhdar,دين ضد الدين - مراجعة كرتونية ل كتاب علي شريعتي,7,year,https://www.youtube.com/watch?v=bXdLFtXtiI0,4,voice 2
Akhdar,لا تكن لطيفاً أكثر من اللازم - مراجعة كرتونية ل كتاب ديوك روبنسون,7,year,https://www.youtube.com/watch?v=lZLt1H9ZWbU,8,voice 2
